,Unnamed: 0,id,last_scraped,source,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12869,12869,1212698659242531608,2024-12-25,city scrape,554613795,,,,f,10,10,"['email', 'phone']",,37.9670125,23.7250327,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Window AC unit"", ""HDTV"", ""Wifi"", ""Kitchen""]",68.0,1,365,1,1,365,365,1.0,365.0,24,54,84,359,0,0,0,,,,,,,,00002769279,1,0,1,0,
12875,12875,1216518205894503149,2024-12-25,city scrape,517686487,within an hour,100%,59%,f,4,4,"['email', 'phone']",,37.98569841713103,23.72530555946589,Private room in rental unit,Private room,2,1.0,1.0,2.0,"[""Air conditioning"", ""Clothing storage"", ""Iron"", ""Lock on bedroom door"", ""Washer"", ""Hangers"", ""Kitchen"", ""Bed linens"", ""TV"", ""Essentials"", ""Fire extinguisher"", ""First aid kit"", ""Paid parking on premises"", ""Wifi""]",52.0,1,365,1,1,365,365,1.0,365.0,14,44,67,342,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00002815218,4,2,2,0,0.21
12877,12877,1216566552752492943,2024-12-26,previous scrape,579189732,within an hour,100%,86%,f,28,30,"['email', 'phone']",,38.0060961,23.7378499,Private room in rental unit,Private room,1,,1.0,,"[""Dishes and silverware"", ""Washer"", ""Other stove"", ""Cleaning products"", ""Shower gel"", ""Refrigerator"", ""Essentials"", ""Ceiling fan"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Freezer"", ""Hot water"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Bathtub"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Outdoor furniture"", ""Central heating"", ""Free street parking"", ""Kitchen"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",,3,180,3,3,180,180,3.0,180.0,0,6,32,307,2,2,0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,00002664044,27,3,24,0,0.81
12886,12886,1212944951292377100,2024-12-26,previous scrape,487941851,,,100%,f,5,5,"['email', 'phone']",,37.98849,23.72179,Room in hotel,Private room,2,,1.0,,"[""Free parking on premises"", ""Air conditioning"", ""Hot tub"", ""TV"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,25,55,85,350,0,0,0,,,,,,,,1264471,5,0,5,0,
12904,12904,1213624670040498969,2024-12-26,previous scrape,431468257,within a few hours,75%,,f,18,18,"['email', 'phone', 'work_email']",,37.98097,23.72881,Private room in rental unit,Private room,2,,1.0,,"[""Housekeeping available every day - included with your stay"", ""ZEALOTS shampoo"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Elevator"", ""Hot water"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Smoke alarm"", ""First aid kit"", ""Extra pillows and blankets"", ""Central heating"", ""Carbon monoxide alarm"", ""ZEALOTS conditioner"", ""Fire extinguisher"", ""ZEALOTS body soap"", ""Paid dryer \u2013 In unit"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,13,43,71,346,0,0,0,,,,,,,,1364564,11,1,10,0,
12905,12905,1213634052497661681,2024-12-25,city scrape,431468257,within a few hours,75%,,f,18,18,"['email', 'phone', 'work_email']",,37.9819262,23.7298238,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Dishes and silverware"", ""ZEALOTS shampoo"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Central air conditioning"", ""Hair dryer"", ""Essentials"", ""Housekeeping - included with your stay"", ""Crib - available upon request"", ""Private entrance"", ""Freezer"", ""Elevator"", ""Hot water"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Extra pillows and blankets"", ""Central heating"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""ZEALOTS conditioner"", ""Fire extinguisher"", ""ZEALOTS body soap"", ""Paid dryer \u2013 In unit"", ""Wifi"", ""Coffee maker: espresso machine""]",65.0,1,365,1,1,365,365,1.0,365.0,20,48,78,353,0,0,0,,,,,,,,1364564,11,1,10,0,
12909,12909,1213659142307678781,2024-12-25,city scrape,590550228,within a few hours,80%,75%,f,3,3,"['email', 'phone']",,37.986011492982286,23.727279552600223,Private room in rental unit,Private room,2,1.5,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Lock on bedroom door"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Wifi""]",29.0,3,365,2,3,365,365,3.0,365.0,11,11,11,11,4,4,0,5.0,4.75,4.5,4.75,5.0,4.5,5.0,10432854637,3,1,2,0,1.15
12916,12916,1217767172141634368,2024-12-26,previous scrape,580084859,within an hour,100%,100%,f,7,8,"['email', 'phone']",,37.9958979,23.7344316,Room in hotel,Private room,3,,1.0,,"[""Air conditioning"", ""Clothing storage"", ""Iron"", ""Kitchen"", ""Room-darkening shades"", ""Hangers"", ""Self check-in"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Essentials"", ""Keypad"", ""Heating"", ""Dedicated workspace"", ""Safe"", ""Paid parking on premises"", ""Wifi""]",,1,30,1,1,7,7,1.0,7.0,0,0,0,0,0,0,0,,,,,,,,1366326,7,0,7,0,
12922,12922,1213693440417978213,2024-12-26,city scrape,431468257,within a few hours,75%,,f,18,18,"['email', 'phone', 'work_email']",,37.9819262,23.7298238,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Luggage dropoff allowed"", ""Housekeeping available every day - included with your stay"", ""ZEALOTS shampoo"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Crib - available upon request"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Elevator"", ""Hot water"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Extra pillows and blankets"", ""Central heating"", ""Carbon monoxide alarm"", ""ZEALOTS conditioner"", ""Fire extinguisher"", ""ZEALOTS body soap"", ""Paid dryer \u2013 In unit"", ""Wifi"", ""Coffee maker: espresso machine""]",65.0,1,365,1,1,365,365,1.0,365.0,22,52,78,347,0,0,0,,,,,,,,1364564,11,1,10,0,
12927,12927,1213777964823858483,2024-12-25,city scrape,431468257,within a few hours,75%,,f,18,18,"['email', 'phone', 'work_email']",,37.98077,23.73008,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Luggage dropoff allowed"", ""ZEALOTS shampoo"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Housekeeping - included with your stay"", ""Crib - available upon request"", ""Private entrance"", ""Hangers"", ""Freezer"", ""Elevator"", ""Hot water"", ""Paid washer \u2013 In unit"", ""Long term stays allowed"", ""Air conditioning"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""First aid kit"", ""Extra pillows and blankets"", ""Central heating"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""ZEALOTS conditioner"", ""Fire extinguisher"", ""ZEALOTS body soap"", ""Paid dryer \u2013 In unit"", ""Wifi""]",65.0,1,365,1,1,365,365,1.0,365.0,20,50,80,355,0,0,0,,,,,,,,1364564,11,1,10,0,
12975,12975,1223230955257853507,2024-12-26,previous scrape,596178796,within an hour,100%,100%,f,12,12,"['email', 'phone']",,37.9773152,23.7300362,Private room in rental unit,Private room,4,,,,"[""Air conditioning"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""TV"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi""]",,1,15,1,1,15,15,1.0,15.0,0,0,0,0,0,0,0,,,,,,,,00002845022,12,10,2,0,
12989,12989,1223283969213864188,2024-12-26,previous scrape,596178796,within an hour,100%,100%,f,12,12,"['email', 'phone']",,37.9773152,23.7300362,Private room in rental unit,Private room,2,,,,"[""Air conditioning"", ""Iron"", ""Hangers"", ""Exterior security cameras on property"", ""Shower gel"", ""Bed linens"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Hot water"", ""Fire extinguisher"", ""Smoke alarm"", ""Wifi""]",,1,15,1,1,15,15,1.0,15.0,0,0,0,0,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,00002845070,12,10,2,0,0.29
13014,13014,1224385973862372779,2024-12-25,city scrape,63903716,within an hour,100%,97%,t,62,64,"['email', 'phone']","Athina, Greece",37.98813639999999,23.7280742,Private room in condo,Private room,2,3.0,1.0,1.0,"[""Host greets you"", ""Heating - split type ductless system"", ""Fast wifi \u2013 210 Mbps"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Toaster"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""Garden view"", ""Hot water"", ""Stove"", ""Laundromat nearby"", ""Shared BBQ grill: charcoal, electric"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Paid parking garage off premises"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Paid dryer \u2013 In building"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Fire extinguisher"", ""Stainless steel single oven"", ""Elevator""]",50.0,2,730,2,2,730,730,2.0,730.0,0,0,0,131,4,4,0,4.25,4.25,4.25,5.0,5.0,3.5,4.0,00003116579,61,18,43,0,1.13
13015,13015,1224398524730921642,2024-12-25,city scrape,63903716,within an hour,100%,97%,t,62,64,"['email', 'phone']","Athina, Greece",37.98813639999999,23.7280742,Private room in condo,Private room,2,3.0,1.0,1.0,"[""Host greets you"", ""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""Garden view"", ""Hot water"", ""Stove"", ""Laundromat nearby"", ""Shared BBQ grill: charcoal, electric"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""AC - split type ductless system"", ""Outdoor dining area"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Paid parking garage off premises"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Fast wifi \u2013 240 Mbps"", ""Paid dryer \u2013 In building"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Fire extinguisher"", ""Stainless steel single oven"", ""Elevator""]",50.0,2,730,2,2,730,730,2.0,730.0,30,60,90,365,4,4,0,4.5,4.75,4.75,4.75,4.75,4.5,4.75,00003116584,61,18,43,0,1.25
13016,13016,1224401354920288267,2024-12-25,city scrape,63903716,within an hour,100%,97%,t,62,64,"['email', 'phone']",,37.98955,23.72828,Private room in rental unit,Private room,2,1.5,1.0,1.0,"[""Host greets you"", ""Heating - split type ductless system"", ""Coffee"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Toaster"", ""Shower gel"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Freezer"", ""Hot water"", ""Stove"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bed linens"", ""AC - split type ductless system"", ""Paid parking garage off premises"", ""Coffee maker: drip coffee maker"", ""Shampoo"", ""Mosquito net"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""First aid kit"", ""Extra pillows and blankets"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Pocket wifi"", ""Fire extinguisher"", ""Stainless steel single oven"", ""Elevator"", ""Wifi""]",50.0,2,365,2,2,365,365,2.0,365.0,0,0,0,131,3,3,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,00002593004,61,18,43,0,0.76
13039,13039,1220943488967170513,2024-12-25,city scrape,425441414,within an hour,84%,100%,f,6,7,"['email', 'phone']",,37.97594,23.72424,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Lock on bedroom door"", ""Washer"", ""Exterior security cameras on property"", ""Keypad"", ""Self check-in"", ""Wifi""]",12.0,1,365,1,1,365,365,1.0,365.0,21,37,63,307,28,28,3,4.61,4.57,4.36,4.75,4.79,4.68,4.82,00001353042,6,0,6,0,6.56
13040,13040,1220953183893911565,2024-12-25,city scrape,425441414,within an hour,84%,100%,f,6,7,"['email', 'phone']",,37.97615,23.72279,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Air conditioning"", ""Private entrance"", ""Iron"", ""Luggage dropoff allowed"", ""Washer"", ""Exterior security cameras on property"", ""Bed linens"", ""Shower gel"", ""Mini fridge"", ""Coffee maker: drip coffee maker"", ""Essentials"", ""Free dryer \u2013 In building"", ""Housekeeping available from 10:00\u202fAM to 12:30\u202fAM, every day - available at extra cost"", ""Hot water kettle"", ""Wifi""]",17.0,1,365,1,1,365,365,1.0,365.0,24,53,81,346,29,29,5,4.28,4.41,3.97,4.59,4.34,4.66,4.52,00001354119,6,0,6,0,7.84
13059,13059,1221822749964809748,2024-12-25,city scrape,425441414,within an hour,84%,100%,f,6,7,"['email', 'phone']",,37.9764,23.72255,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Lock on bedroom door"", ""Washer"", ""Exterior security cameras on property"", ""Wifi""]",21.0,1,365,1,1,365,365,1.0,365.0,21,51,81,356,23,23,1,4.48,4.83,4.26,4.78,4.65,5.0,4.7,00001349619,6,0,6,0,5.19
13063,13063,1226026869221788372,2024-12-25,city scrape,144908078,within an hour,100%,98%,f,4,4,"['email', 'phone']",,37.99187,23.72621,Private room in rental unit,Private room,2,1.0,2.0,2.0,"[""Dedicated workspace"", ""Air conditioning"", ""Wifi"", ""Kitchen""]",50.0,1,365,1,1,365,365,1.0,365.0,0,0,0,52,0,0,0,,,,,,,,15027304920,4,0,4,0,
13076,13076,1222266601906978702,2024-12-25,city scrape,284950282,within an hour,100%,100%,f,7,7,['phone'],,37.97674,23.72638,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Dishes and silverware"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Lockbox"", ""Hangers"", ""Air conditioning"", ""Iron"", ""First aid kit"", ""Kitchen"", ""Lock on bedroom door"", ""Pack \u2019n play/Travel crib"", ""Fire extinguisher"", ""Elevator"", ""Wifi"", ""Coffee maker""]",37.0,1,59,1,1,59,59,1.0,59.0,20,50,77,328,19,19,2,4.63,4.63,4.84,4.84,4.95,4.89,4.68,00002854374,6,0,6,0,5.23
13080,13080,1227494894594239996,2024-12-25,city scrape,579341184,within an hour,100%,87%,f,8,10,"['email', 'phone']",,38.009353,23.7275622,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Kitchen"", ""Lock on bedroom door"", ""Washer"", ""Wifi""]",20.0,2,365,2,2,365,365,2.0,365.0,20,44,74,346,0,0,0,,,,,,,,00002651167,4,0,4,0,
13097,13097,1228064963846142701,2024-12-25,city scrape,597435123,within an hour,100%,91%,,8,8,"['email', 'phone']",,37.980048,23.7300482,Private room in condo,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Iron"", ""Coffee"", ""Room-darkening shades"", ""Body soap"", ""Hangers"", ""Mini fridge"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Coffee maker: drip coffee maker"", ""Hot water"", ""Ceiling fan"", ""Elevator"", ""Lockbox"", ""Self check-in"", ""Wifi""]",46.0,1,365,1,2,365,365,1.2,365.0,23,51,79,343,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,00002646221,7,6,1,0,0.91
13137,13137,1233063373984576474,2024-12-25,city scrape,3670994,within a few hours,100%,0%,f,5,11,"['email', 'phone']",,38.0033,23.7281,Private room in rental unit,Private room,1,2.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Lock on bedroom door"", ""Washer"", ""TV"", ""Outdoor dining area"", ""First aid kit"", ""Paid parking on premises"", ""Wifi"", ""Dedicated workspace""]",35.0,15,365,15,15,365,365,15.0,365.0,27,57,87,362,0,0,0,,,,,,,,00002877415,3,0,3,0,
13141,13141,1233217459597803260,2024-12-25,city scrape,3670994,within a few hours,100%,0%,f,5,11,"['email', 'phone']",,38.00354,23.72837,Private room in rental unit,Private room,1,2.0,1.0,1.0,"[""Air conditioning"", ""Kitchen"", ""Lock on bedroom door"", ""Washer"", ""TV"", ""Outdoor dining area"", ""Indoor fireplace"", ""First aid kit"", ""Paid parking on premises"", ""Wifi""]",25.0,30,365,30,30,365,365,30.0,365.0,28,58,88,363,0,0,0,,,,,,,,00002877415,3,0,3,0,
13146,13146,1233449282025629556,2024-12-25,city scrape,510735867,,,,f,1,2,"['email', 'phone']",,37.99303126309986,23.726660140599908,Private room in home,Private room,2,1.0,1.0,1.0,"[""Host greets you"", ""Air conditioning"", ""Kitchen"", ""Lock on bedroom door"", ""Pets allowed"", ""Washer"", ""TV"", ""BBQ grill"", ""First aid kit"", ""Wifi""]",38.0,2,12,2,2,12,12,2.0,12.0,29,59,89,364,0,0,0,,,,,,,,74978654602,1,0,1,0,
13154,13154,1237604751947854805,2024-12-26,city scrape,242497954,within an hour,100%,98%,t,8,14,['phone'],,37.9774088,23.7246362,Room in hotel,Private room,2,,1.0,1.0,"[""Air conditioning"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Fire extinguisher"", ""Smoke alarm"", ""First aid kit"", ""Wifi""]",105.0,1,365,1,1,365,365,1.0,365.0,22,51,81,342,0,0,0,,,,,,,,00001584140,8,0,8,0,
13186,13186,1234727214573087857,2024-12-25,city scrape,266644097,within an hour,100%,100%,f,1,6,"['email', 'phone']",,37.98313,23.72692,Private room in condo,Private room,1,1.0,2.0,2.0,"[""Coffee"", ""Dishes and silverware"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Essentials"", ""Heating"", ""Dedicated workspace"", ""Self check-in"", ""Cooking basics"", ""Clothing storage"", ""Pets allowed"", ""Hangers"", ""Hot water"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Outdoor dining area"", ""Shampoo"", ""Building staff"", ""Hot water kettle"", ""First aid kit"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Kitchen"", ""Body soap"", ""Rice maker"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker""]",31.0,1,1125,1,1,1125,1125,1.0,1125.0,30,60,90,365,2,2,0,2.5,2.5,1.5,2.5,3.0,1.0,2.0,Exempt,1,0,1,0,0.64
13194,13194,1239146705460343224,2024-12-25,city scrape,63934574,within an hour,100%,80%,f,4,4,"['email', 'phone']",,37.9750859,23.7172737,Private room in rental unit,Private room,4,1.0,1.0,2.0,"[""Private living room"", ""Coffee"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Refrigerator"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Oven"", ""Stove"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Hot water kettle"", ""Wine glasses"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Coffee maker""]",124.0,1,365,1,1,365,365,1.0,365.0,14,39,69,340,0,0,0,,,,,,,,00002861070,2,1,1,0,
13208,13208,1235739285549574726,2024-12-26,previous scrape,599330246,within an hour,100%,100%,f,5,5,"['email', 'phone']",,37.97724,23.72554,Room in hotel,Private room,2,,1.0,,"[""Coffee"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""TV"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Hangers"", ""Freezer"", ""Hot water"", ""Keypad"", ""Housekeeping available from 9:00\u202fAM to 5:00\u202fPM, every day - included with your stay"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Bed linens"", ""Mini fridge"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Exercise equipment"", ""Wine glasses"", ""Body soap"", ""Fire extinguisher"", ""Shared gym in building"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,6,25,43,308,0,0,0,,,,,,,,1331261,5,0,5,0,
13212,13212,1235752489273704236,2024-12-26,previous scrape,599330246,within an hour,100%,100%,f,5,5,"['email', 'phone']",,37.97687833873947,23.72435413524432,Room in hotel,Private room,2,,1.0,,"[""Coffee"", ""Luggage dropoff allowed"", ""TV"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Keypad"", ""Housekeeping available from 9:00\u202fAM to 5:00\u202fPM, every day - included with your stay"", ""Air conditioning"", ""Iron"", ""Mini fridge"", ""Coffee maker: Nespresso"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Exercise equipment"", ""Body soap"", ""Fire extinguisher"", ""Shared gym in building"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,10,10,10,10,0,0,0,,,,,,,,1331261,5,0,5,0,
13213,13213,1235775765071091902,2024-12-26,previous scrape,599330246,within an hour,100%,100%,f,5,5,"['email', 'phone']",,37.97807,23.72492,Room in hotel,Private room,2,,1.0,,"[""Coffee"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Hot water"", ""Keypad"", ""Housekeeping available from 9:00\u202fAM to 5:00\u202fPM, every day - included with your stay"", ""Air conditioning"", ""Iron"", ""Mini fridge"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Exercise equipment"", ""Fire extinguisher"", ""Shared gym in building"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,28,58,88,363,0,0,0,,,,,,,,1331261,5,0,5,0,
13214,13214,1235778022862187835,2024-12-25,city scrape,599330246,within an hour,100%,100%,f,5,5,"['email', 'phone']",,37.97654434724249,23.724746274053008,Room in hotel,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Shower gel"", ""TV"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Keypad"", ""Housekeeping available from 9:00\u202fAM to 5:00\u202fPM, every day - included with your stay"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Mini fridge"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Exercise equipment"", ""Fire extinguisher"", ""Shared gym in building"", ""Wifi""]",132.0,1,365,1,1,365,365,1.0,365.0,19,49,79,354,0,0,0,,,,,,,,1331261,5,0,5,0,
13215,13215,1235780343982704860,2024-12-25,city scrape,599330246,within an hour,100%,100%,f,5,5,"['email', 'phone']",,37.97659258477861,23.72469295977508,Room in hotel,Private room,2,1.0,1.0,1.0,"[""Coffee"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""TV"", ""Private hot tub - available all year, open 24 hours"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Keypad"", ""Air conditioning"", ""Iron"", ""Room-darkening shades"", ""Mini fridge"", ""Shampoo"", ""Housekeeping available from 9:30\u202fAM to 5:00\u202fPM, every day - included with your stay"", ""Coffee maker: Nespresso"", ""Wine glasses"", ""Smoke alarm"", ""Hot water kettle"", ""Exercise equipment"", ""Outdoor furniture"", ""Private patio or balcony"", ""Body soap"", ""Fire extinguisher"", ""Shared gym in building"", ""Wifi""]",147.0,1,365,1,1,365,365,1.0,365.0,26,53,83,358,0,0,0,,,,,,,,1331261,5,0,5,0,
13230,13230,1236682198490680681,2024-12-25,city scrape,579189732,within an hour,100%,86%,f,28,30,"['email', 'phone']",,38.0234053,23.7335088,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Dishes and silverware"", ""Washer"", ""Other stove"", ""Refrigerator"", ""Ceiling fan"", ""Heating"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Hangers"", ""Hot water"", ""Housekeeping available 4 hours a day, 5 days a week - available at extra cost"", ""Baking sheet"", ""Microwave"", ""Long term stays allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Room-darkening shades"", ""Bathtub"", ""Hot water kettle"", ""Wine glasses"", ""Dining table"", ""Outdoor furniture"", ""Free street parking"", ""Kitchen"", ""Lock on bedroom door"", ""Body soap"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Elevator"", ""Wifi""]",18.0,3,180,3,3,180,180,3.0,180.0,28,58,88,363,0,0,0,,,,,,,,00002961258,27,3,24,0,
